Date,Time,RSSI(dB),RxBt(V),Volt(V),Amps(A),RPM(rpm),FET(@C),Cap(@C),mAh(mAh),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-25,22:57:18.330,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:18.430,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:18.530,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:18.630,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:18.730,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:18.830,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:18.930,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:19.030,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:19.130,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:19.230,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:19.330,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:19.430,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:19.530,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:19.630,0,0.0,0.00,0.0,0,0,0,0,-1,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:19.730,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:19.830,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:19.930,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:20.030,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:20.130,0,0.0,0.00,0.0,0,0,0,0,-1,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:20.230,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:20.330,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:20.430,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:20.530,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:20.630,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:20.730,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:20.830,0,0.0,0.00,0.0,0,0,0,0,-1,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:20.930,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:21.030,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:21.130,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:21.230,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:21.330,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:21.430,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,1,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:21.530,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:21.630,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:21.730,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:21.830,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:21.930,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:22.030,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:22.130,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:22.230,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:22.330,0,0.0,0.00,0.0,0,0,0,0,-1,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:22.430,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:22.530,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:22.630,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:22.730,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:22.830,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:22.930,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:23.030,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:23.130,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:23.230,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:23.330,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:23.430,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:23.530,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:23.630,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:23.730,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:23.830,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:23.930,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:24.030,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:24.130,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:24.230,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:24.330,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:24.430,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:24.530,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:24.630,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:24.730,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:24.830,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:24.930,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:25.030,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:25.130,0,0.0,0.00,0.0,0,0,0,0,-1,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:25.230,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:25.330,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:25.430,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:25.530,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:25.630,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:25.730,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:25.830,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:25.930,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:26.030,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:26.130,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:26.230,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:26.330,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:26.430,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:26.530,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:26.630,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:26.730,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:26.830,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:26.930,0,0.0,0.00,0.0,0,0,0,0,-1,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:27.030,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:27.130,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:27.230,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:27.330,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:27.430,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:27.530,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:27.630,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:27.730,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:27.830,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:27.930,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:28.030,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:28.130,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:28.230,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:28.330,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:28.430,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:28.530,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:28.630,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:28.730,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:28.850,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:28.960,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:29.080,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:29.190,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:29.310,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:29.420,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:29.540,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:29.650,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:29.770,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:29.880,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:30.000,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:30.110,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:30.230,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:30.340,0,0.0,0.00,0.0,0,0,0,0,-1,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,22:57:30.460,0,0.0,0.00,0.0,0,0,0,0,-1,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
